size,id,geo/0,geo/1,url,boost,title,country
2,MsFY9xpg,-104.40829,29.545885,/visit/ojinaga/MsFY9xpg,false,Ojinaga,Mexico
3,kJZYGdAG,-86.908066,40.42587,/visit/west-lafayette-in/kJZYGdAG,false,West Lafayette IN,United States
3,r6FGsHHu,-47.52477,-23.210384,/visit/porto-feliz-sp/r6FGsHHu,false,Porto Feliz SP,Brazil
2,5ojEEX8X,-71.514786,42.002876,/visit/woonsocket-ri/5ojEEX8X,false,Woonsocket RI,United States
1,o8VzuMBR,2.264733,48.686893,/visit/saulx-les-chartreux/o8VzuMBR,false,Saulx-les-Chartreux,France
1,XkA8i7Xw,100.1705,0.126017,/visit/durian-tinggi/XkA8i7Xw,false,Durian Tinggi,Indonesia
4,aU1opXUt,-76.485954,44.23117,/visit/kingston/aU1opXUt,false,Kingston,Canada
3,lIWVSNRI,33.202614,0.4478566,/visit/jinja/lIWVSNRI,false,Jinja,Uganda
1,HnIMLGY6,105.2593,-5.448793,/visit/telukbetung/HnIMLGY6,false,Telukbetung,Indonesia
3,ij1DFPhN,-96.07779,46.28352,/visit/fergus-falls-mn/ij1DFPhN,false,Fergus Falls MN,United States
1,LEubh1s_,116.08572,-8.570531,/visit/ampenan/LEubh1s_,false,Ampenan,Indonesia
2,wP7mjQUB,-105.9378,35.686974,/visit/santa-fe-nm/wP7mjQUB,false,Santa Fe NM,United States
2,TMLFSCsR,-71.07728,42.776203,/visit/haverhill-ma/TMLFSCsR,false,Haverhill MA,United States
3,RL6D8h9u,-81.94981,28.039465,/visit/lakeland-fl/RL6D8h9u,false,Lakeland FL,United States
2,H3HVvBhv,-82.64029,27.767601,/visit/st-petersburg-fl/H3HVvBhv,false,St. Petersburg FL,United States
2,3yHHr0GX,-107.91448,30.412453,/visit/nuevo-casas-grandes-municipality/3yHHr0GX,false,Nuevo Casas Grandes Municipality,Mexico
3,PIipYdwa,-123.36565,48.42842,/visit/victoria/PIipYdwa,false,Victoria,Canada
1,Ve0a1tyq,-40.512062,-11.18165,/visit/jacobina-ba/Ve0a1tyq,false,Jacobina BA,Brazil
4,Sk4kn8Mf,-3.066215,53.42652,/visit/wallasey/Sk4kn8Mf,false,Wallasey,United Kingdom
2,lYVG1vmR,-122.27274,37.871593,/visit/berkeley-ca/lYVG1vmR,false,Berkeley CA,United States
4,DSYDd1R5,-91.23958,43.801357,/visit/la-crosse-wi/DSYDd1R5,false,La Crosse WI,United States
3,VwAqth0M,-87.16223,13.319858,/visit/choluteca/VwAqth0M,false,Choluteca,Honduras
2,9EhG0GlL,-80.97606,8.088494,/visit/santiago/9EhG0GlL,false,Santiago,Panama
4,DKQVQHR3,-82.42491,42.970863,/visit/port-huron-mi/DKQVQHR3,false,Port Huron MI,United States
4,I99dHc7r,-122.2043,47.860096,/visit/mill-creek-wa/I99dHc7r,false,Mill Creek WA,United States
1,lHODlYWH,-92.41763,30.494368,/visit/eunice-la/lHODlYWH,false,Eunice LA,United States
3,CWicD_Wh,14.53776,40.760212,/visit/scafati/CWicD_Wh,false,Scafati,Italy
3,ai4gFABB,-73.45291,44.699486,/visit/plattsburgh-ny/ai4gFABB,false,Plattsburgh NY,United States
4,FyCBW0Fd,-87.71453,43.750828,/visit/sheboygan-wi/FyCBW0Fd,false,Sheboygan WI,United States
1,5gXVGDTh,101.816666,6.416667,/visit/narathiwat/5gXVGDTh,false,Narathiwat,Thailand
4,xLcHG2LD,-79.46082,46.309116,/visit/north-bay/xLcHG2LD,false,North Bay,Canada
4,XQQGQ1aA,-76.86219,40.798973,/visit/selinsgrove-pa/XQQGQ1aA,false,Selinsgrove PA,United States
5,0JcGF13E,-70.255325,43.661472,/visit/portland-me/0JcGF13E,false,Portland ME,United States
2,N90jfQot,4.1670313,52.00128,/visit/s-gravenzande/N90jfQot,false,'s-Gravenzande,Netherlands
2,bJHG3R4J,69.20749,34.55535,/visit/kabul/bJHG3R4J,true,Kabul,Afghanistan
3,qUl43bFZ,-77.75992,-10.752538,/visit/barranca/qUl43bFZ,false,Barranca,Peru
1,L2ygkOi4,-80.20838,26.166473,/visit/lauderdale-lakes-fl/L2ygkOi4,false,Lauderdale Lakes FL,United States
5,MD4jr0Ka,-101.8313,35.221996,/visit/amarillo-tx/MD4jr0Ka,false,Amarillo TX,United States
5,nFUk8JJk,-92.1193,32.50931,/visit/monroe-la/nFUk8JJk,false,Monroe LA,United States
1,cViWCOYu,73.75367,33.147984,/visit/mirpur/cViWCOYu,false,New Mirpur City,Pakistan
2,iRweIkIN,22.372644,37.510136,/visit/tripoli/iRweIkIN,false,Tripoli,Greece
2,XQkG4GDX,-90.100914,30.47547,/visit/covington-la/XQkG4GDX,false,Covington LA,United States
2,envhll1k,106.90575,47.8864,/visit/ulaanbaatar/envhll1k,true,Ulaanbaatar,Mongolia
1,MbvH_60c,-47.746315,-23.166975,/visit/cerquilho-sp/MbvH_60c,false,Cerquilho SP,Brazil
2,lFq6ANcx,-84.486404,43.980854,/visit/gladwin-mi/lFq6ANcx,false,Gladwin MI,United States
2,x07YK-Bc,-104.820244,41.13998,/visit/cheyenne-wy/x07YK-Bc,false,Cheyenne WY,United States
4,oj8carfy,-84.59678,33.471462,/visit/tyrone-ga/oj8carfy,false,Tyrone GA,United States
2,yVziESFT,-50.879765,-21.797226,/visit/osvaldo-cruz-sp/yVziESFT,false,Osvaldo Cruz SP,Brazil
4,NQydOCcn,-75.91076,43.974785,/visit/watertown-ny/NQydOCcn,false,Watertown NY,United States
2,qf3vEHcy,124.61927,11.038427,/visit/ormoc/qf3vEHcy,false,Ormoc,Philippines
3,tdXl9dYt,-117.18254,34.05557,/visit/redlands-ca/tdXl9dYt,false,Redlands CA,United States
3,wo7YuVfU,-79.14225,37.413754,/visit/lynchburg-va/wo7YuVfU,false,Lynchburg VA,United States
4,B5V4XUBi,-90.66457,42.500557,/visit/dubuque-ia/B5V4XUBi,false,Dubuque IA,United States
2,mBBboF0j,-50.417675,-26.964352,/visit/santa-cecilia/mBBboF0j,false,Santa Cecília SC,Brazil
4,QaGLaXQF,-74.73035,45.021275,/visit/cornwall/QaGLaXQF,false,Cornwall,Canada
1,mZL_pzPX,-56.438393,-24.195766,/visit/liberacion/mZL_pzPX,false,Liberación,Paraguay
4,grG07nE5,-82.10126,39.32924,/visit/athens-oh/grG07nE5,false,Athens OH,United States
3,5W5weAQV,-80.68643,-4.903638,/visit/sullana/5W5weAQV,false,Sullana,Peru
4,myWR2L9A,-76.98556,42.867985,/visit/geneva-ny/myWR2L9A,false,Geneva NY,United States
2,vsGtrUgn,-97.10806,32.735687,/visit/arlington-tx/vsGtrUgn,false,Arlington TX,United States
4,wzDGocdH,-72.68016,19.451149,/visit/gonaives/wzDGocdH,false,Gonaives,Haiti
2,bM79UvFc,7.085717,51.517742,/visit/gelsenkirchen/bM79UvFc,false,Gelsenkirchen,Germany
1,7vGHkZsT,-46.934166,-23.54889,/visit/itapevi-sp/7vGHkZsT,false,Itapevi SP,Brazil
1,me6tUHil,16.35678,56.663445,/visit/kalmar/me6tUHil,false,Kalmar,Sweden
1,Evo3gSTO,-58.33288,-34.851734,/visit/ministro-rivadavia/Evo3gSTO,false,Ministro Rivadavia,Argentina
2,y7BjU7rS,-116.31298,34.135258,/visit/joshua-tree-ca/y7BjU7rS,false,Joshua Tree CA,United States
4,LfljhLNJ,-72.20677,19.737036,/visit/cap-haitien/LfljhLNJ,false,Cap-Haitien,Haiti
1,nbxIEpVM,99.66198,7.5421376,/visit/na-bin-la/nbxIEpVM,false,Na Bin La,Thailand
1,2f1bzcNu,38.392654,40.917534,/visit/giresun/2f1bzcNu,false,Giresun,Turkey
3,TmcSCjgq,-72.83087,19.934889,/visit/port-de-paix/TmcSCjgq,false,Port-de-Paix,Haiti
4,aqh8OGBR,-76.501884,42.443962,/visit/ithaca-ny/aqh8OGBR,false,Ithaca NY,United States
2,IYv_KzgD,-61.456688,-11.434674,/visit/cacoal-ro/IYv_KzgD,false,Cacoal RO,Brazil
1,UZS5wjzs,-66.558105,10.459746,/visit/guatire/UZS5wjzs,false,Guatire,Venezuela
4,BFZdTKGw,-87.657585,44.088608,/visit/manitowoc-wi/BFZdTKGw,false,Manitowoc WI,United States
2,g4GTKErJ,-122.70948,42.194576,/visit/ashland-or/g4GTKErJ,false,Ashland OR,United States
2,ygnffBEX,-83.00544,36.40732,/visit/rogersville-tn/ygnffBEX,false,Rogersville TN,United States
1,1d33-axR,27.261015,37.857914,/visit/kusadas/1d33-axR,false,Kuşadası,Turkey
5,3Q5qCYlI,125.45534,7.190708,/visit/davao-city/3Q5qCYlI,false,Davao City,Philippines
